,class_label
20211MP69_20210410_060000_60,2
20211MP69_20210410_060000_61,2
20211MP69_20210410_060000_62,2
20211MP69_20210410_060000_63,2
20211MP69_20210410_060000_64,2
20211MP69_20210410_060000_65,2
20211MP69_20210410_060000_66,2
20211MP69_20210410_060000_67,2
20211MP69_20210410_060000_68,2
20211MP69_20210410_060000_69,2
20211MP69_20210410_060000_7,2
20211MP69_20210410_060000_70,2
20211MP69_20210410_060000_71,2
20211MP69_20210410_060000_72,2
20211MP69_20210410_060000_73,2
20211MP69_20210410_060000_74,2
20211MP69_20210410_060000_75,2
20211MP69_20210410_060000_76,2
20211MP69_20210410_060000_77,2
20211MP69_20210410_060000_79,2
20211MP69_20210410_060000_8,2
20211MP69_20210410_060000_80,2
20211MP69_20210410_060000_87,2
20211MP69_20210410_060000_9,2
20211MP69_20210414_050000_11,5
20211MP69_20210414_050000_14,2
20211MP69_20210414_050000_15,2
20211MP69_20210414_050000_16,2
20211MP69_20210414_050000_17,2
20211MP69_20210414_050000_18,2
20211MP69_20210414_050000_19,2
20211MP69_20210414_050000_21,2
20211MP69_20210414_050000_22,2
20211MP69_20210414_050000_23,2
20211MP69_20210414_050000_24,2
20211MP69_20210414_050000_25,2
20211MP69_20210414_050000_26,2
20211MP69_20210414_050000_27,2
20211MP69_20210414_050000_5,5
20211MP69_20210414_050000_9,5
20211MP69_20210414_060000_2,0
20211MP69_20210414_060000_3,0
20211MP69_20210414_060000_4,0
20211MP69_20210414_060000_5,2
20211MP69_20210414_060000_6,2
20211MP69_20210414_060000_7,2
20211MP77_20210331_060000_10,1
20211MP77_20210331_060000_11,1
20211MP77_20210331_060000_12,1
20211MP77_20210331_060000_13,1
20211MP77_20210331_060000_14,1
20211MP77_20210331_060000_15,1
20211MP77_20210331_060000_16,1
20211MP77_20210331_060000_28,2
20211MP77_20210331_060000_4,1
20211MP77_20210331_060000_5,1
20211MP77_20210331_060000_6,1
20211MP77_20210331_060000_7,1
20211MP77_20210331_060000_8,1
20211MP77_20210331_060000_9,1
20211MP77_20210331_070000_12,3
20211MP77_20210401_060000_1,0
20211MP77_20210401_060000_14,0
20211MP77_20210401_060000_15,0
20211MP77_20210401_060000_16,0
20211MP77_20210401_060000_2,0
20211MP77_20210401_060000_3,0
20211MP77_20210401_060000_4,0
20211MP77_20210401_060000_5,0
20211MP77_20210401_060000_6,0
20211MP77_20210401_060000_7,0
20211MP77_20210401_070000_10,1
20211MP77_20210401_070000_11,1
20211MP77_20210401_070000_12,1
20211MP77_20210401_070000_13,1
20211MP77_20210401_070000_14,1
20211MP77_20210401_070000_15,1
20211MP77_20210401_070000_16,1
20211MP77_20210401_070000_17,1
20211MP77_20210401_070000_18,1
20211MP77_20210401_070000_19,1
20211MP77_20210401_070000_20,1
20211MP77_20210401_070000_21,1
20211MP77_20210401_070000_22,1
20211MP77_20210401_070000_23,1
20211MP77_20210401_070000_26,3
20211MP77_20210401_070000_6,1
20211MP77_20210401_070000_7,1
20211MP77_20210401_070000_8,1
20211MP77_20210401_070000_9,1
20211MP77_20210402_060000_1,1
20211MP77_20210402_060000_12,1
20211MP77_20210402_060000_13,1
20211MP77_20210402_060000_14,1
20211MP77_20210402_060000_15,1
20211MP77_20210402_060000_16,1
20211MP77_20210402_060000_17,1
20211MP77_20210402_060000_18,1
20211MP77_20210402_060000_2,1
20211MP77_20210402_060000_8,1
20211MP77_20210408_050000_15,2
20211MP77_20210408_050000_16,2
20211MP77_20210408_050000_17,2
20211MP77_20210408_070000_0,2
20211MP77_20210408_070000_1,2
20211MP92_20210423_040000_101,0
20211MP92_20210423_040000_102,0
20211MP92_20210423_040000_103,0
20211MP92_20210423_040000_104,0
20211MP92_20210423_040000_105,0
20211MP92_20210423_040000_106,0
20211MP92_20210423_040000_107,0
20211MP92_20210423_040000_108,0
20211MP92_20210423_040000_109,0
20211MP92_20210423_040000_110,2
20211MP92_20210423_040000_111,2
20211MP92_20210423_040000_112,0
20211MP92_20210423_040000_113,0
20211MP92_20210423_040000_114,0
20211MP92_20210423_040000_115,0
20211MP92_20210423_040000_116,0
20211MP92_20210423_040000_117,2
20211MP92_20210423_040000_118,2
20211MP92_20210423_040000_119,2
20211MP92_20210423_040000_12,0
20211MP92_20210423_040000_120,2
20211MP92_20210423_040000_121,2
20211MP92_20210423_040000_122,2
20211MP92_20210423_040000_123,2
20211MP92_20210423_040000_124,2
20211MP92_20210423_040000_125,2
20211MP92_20210423_040000_126,2
20211MP92_20210423_040000_127,2
20211MP92_20210423_040000_128,2
20211MP92_20210423_040000_129,2
20211MP92_20210423_040000_13,0
20211MP92_20210423_040000_130,2
20211MP92_20210423_040000_131,2
20211MP92_20210423_040000_132,2
20211MP92_20210423_040000_133,2
20211MP92_20210423_040000_134,1
20211MP92_20210423_040000_135,1
20211MP92_20210423_040000_136,1
20211MP92_20210423_040000_137,1
20211MP92_20210423_040000_138,1
20211MP92_20210423_040000_139,1
20211MP92_20210423_040000_140,1
20211MP92_20210423_040000_141,1
20211MP92_20210423_040000_145,1
20211MP92_20210423_040000_146,1
20211MP92_20210423_040000_147,1
20211MP92_20210423_040000_148,1
20211MP92_20210423_040000_149,1
20211MP92_20210423_040000_15,0
20211MP92_20210423_040000_150,1
20211MP92_20210423_040000_151,1
20211MP92_20210423_040000_152,1
20211MP92_20210423_040000_154,5
20211MP92_20210423_040000_155,5
20211MP92_20210423_040000_156,5
20211MP92_20210423_040000_157,5
20211MP92_20210423_040000_158,5
20211MP92_20210423_040000_159,5
20211MP92_20210423_040000_16,0
20211MP92_20210423_040000_160,5
20211MP92_20210423_040000_161,5
20211MP92_20210423_040000_162,5
20211MP92_20210423_040000_163,5
20211MP92_20210423_040000_164,0
20211MP92_20210423_040000_165,0
20211MP92_20210423_040000_166,0
20211MP92_20210423_040000_167,0
20211MP92_20210423_040000_168,0
20211MP92_20210423_040000_169,0
20211MP92_20210423_040000_17,0
20211MP92_20210423_040000_171,0
20211MP92_20210423_040000_174,0
20211MP92_20210423_040000_175,0
20211MP92_20210423_040000_176,0
20211MP92_20210423_040000_177,0
20211MP92_20210423_040000_178,0
20211MP92_20210423_040000_18,0
20211MP92_20210423_040000_19,0
20211MP92_20210423_040000_20,0
20211MP92_20210423_040000_21,0
20211MP92_20210423_040000_22,0
20211MP92_20210423_040000_23,0
20211MP92_20210423_040000_25,0
20211MP92_20210423_040000_26,0
20211MP92_20210423_040000_27,0
20211MP92_20210423_040000_28,0
20211MP92_20210423_040000_29,0
20211MP92_20210423_040000_30,0
20211MP92_20210423_040000_31,4
20211MP92_20210423_040000_32,4
20211MP92_20210423_040000_33,4
20211MP92_20210423_040000_34,4
20211MP92_20210423_040000_35,4
20211MP92_20210423_040000_37,4
20211MP92_20210423_040000_38,4
20211MP92_20210423_040000_39,4
20211MP92_20210423_040000_40,4
20211MP92_20210423_040000_41,4
20211MP92_20210423_040000_42,4
20211MP92_20210423_040000_43,4
20211MP92_20210423_040000_44,4
20211MP92_20210423_040000_45,4
20211MP92_20210423_040000_46,4
20211MP92_20210423_040000_47,4
20211MP92_20210423_040000_48,4
20211MP92_20210423_040000_49,4
20211MP92_20210423_040000_50,4
20211MP92_20210423_040000_51,4
20211MP92_20210423_040000_52,4
20211MP92_20210423_040000_53,4
20211MP92_20210423_040000_54,4
20211MP92_20210423_040000_55,4
20211MP92_20210423_040000_56,4
20211MP92_20210423_040000_57,4
20211MP92_20210423_040000_58,4
20211MP92_20210423_040000_59,4
20211MP92_20210423_040000_60,4
20211MP92_20210423_040000_61,4
20211MP92_20210423_040000_62,4
20211MP92_20210423_040000_63,4
20211MP92_20210423_040000_64,5
20211MP92_20210423_040000_65,5
20211MP92_20210423_040000_66,5
20211MP92_20210423_040000_67,5
20211MP92_20210423_040000_68,5
20211MP92_20210423_040000_69,5
20211MP92_20210423_040000_70,5
20211MP92_20210423_040000_71,5
20211MP92_20210423_040000_72,5
20211MP92_20210423_040000_73,5
20211MP92_20210423_040000_74,5
20211MP92_20210423_040000_75,5
20211MP92_20210423_040000_76,5
20211MP92_20210423_040000_77,5
20211MP92_20210423_040000_78,5
20211MP92_20210423_040000_79,5
20211MP92_20210423_040000_80,5
20211MP92_20210423_040000_81,5
20211MP92_20210423_040000_82,5
20211MP92_20210423_040000_83,5
20211MP92_20210423_040000_84,5
20211MP92_20210423_040000_85,5
20211MP92_20210423_040000_86,5
20211MP92_20210423_040000_87,5
20211MP92_20210423_040000_88,5
20211MP92_20210423_040000_89,5
20211MP92_20210423_040000_90,5
20211MP92_20210423_040000_91,5
20211MP92_20210423_040000_92,5
20211MP92_20210423_040000_93,5
20211MP92_20210423_040000_94,5
20211MP92_20210423_040000_95,5
20211MP92_20210423_040000_96,0
20211MP92_20210423_040000_97,0
20211MP92_20210423_040000_98,0
20211MP92_20210423_040000_99,0
20211MP92_20210424_040000_10,4
20211MP92_20210424_040000_100,0
20211MP92_20210424_040000_101,1
20211MP92_20210424_040000_102,1
20211MP92_20210424_040000_103,1
20211MP92_20210424_040000_104,1
20211MP92_20210424_040000_105,1
20211MP92_20210424_040000_106,1
20211MP92_20210424_040000_107,1
20211MP92_20210424_040000_108,1
20211MP92_20210424_040000_109,1
20211MP92_20210424_040000_11,4
20211MP92_20210424_040000_110,1
20211MP92_20210424_040000_111,1
20211MP92_20210424_040000_112,1
20211MP92_20210424_040000_113,1
20211MP92_20210424_040000_114,1
20211MP92_20210424_040000_115,1
20211MP92_20210424_040000_117,5
20211MP92_20210424_040000_118,5
20211MP92_20210424_040000_119,5
20211MP92_20210424_040000_12,4
20211MP92_20210424_040000_120,5
20211MP92_20210424_040000_121,5
20211MP92_20210424_040000_122,5
20211MP92_20210424_040000_123,5
20211MP92_20210424_040000_124,5
20211MP92_20210424_040000_125,5
20211MP92_20210424_040000_126,5
20211MP92_20210424_040000_127,5
20211MP92_20210424_040000_128,5
20211MP92_20210424_040000_129,5
20211MP92_20210424_040000_13,4
20211MP92_20210424_040000_130,5
20211MP92_20210424_040000_131,5
20211MP92_20210424_040000_133,5
20211MP92_20210424_040000_134,5
20211MP92_20210424_040000_135,5
20211MP92_20210424_040000_136,5
20211MP92_20210424_040000_137,5
20211MP92_20210424_040000_138,5
20211MP92_20210424_040000_139,5
20211MP92_20210424_040000_14,4
20211MP92_20210424_040000_140,5
20211MP92_20210424_040000_141,5
20211MP92_20210424_040000_142,5
20211MP92_20210424_040000_143,5
20211MP92_20210424_040000_144,5
20211MP92_20210424_040000_145,5
20211MP92_20210424_040000_146,5
20211MP92_20210424_040000_147,5
20211MP92_20210424_040000_148,5
20211MP92_20210424_040000_149,5
20211MP92_20210424_040000_15,4
20211MP92_20210424_040000_150,5
20211MP92_20210424_040000_151,0
20211MP92_20210424_040000_152,0
20211MP92_20210424_040000_154,0
20211MP92_20210424_040000_155,0
20211MP92_20210424_040000_157,0
20211MP92_20210424_040000_158,0
20211MP92_20210424_040000_159,0
20211MP92_20210424_040000_16,4
20211MP92_20210424_040000_160,0
20211MP92_20210424_040000_17,4
20211MP92_20210424_040000_18,4
20211MP92_20210424_040000_19,4
20211MP92_20210424_040000_20,4
20211MP92_20210424_040000_21,4
20211MP92_20210424_040000_22,4
20211MP92_20210424_040000_23,4
20211MP92_20210424_040000_24,4
20211MP92_20210424_040000_25,4
20211MP92_20210424_040000_26,4
20211MP92_20210424_040000_27,4
20211MP92_20210424_040000_28,4
20211MP92_20210424_040000_29,4
20211MP92_20210424_040000_3,5
20211MP92_20210424_040000_30,4
20211MP92_20210424_040000_31,4
20211MP92_20210424_040000_32,4
20211MP92_20210424_040000_33,4
20211MP92_20210424_040000_34,4
20211MP92_20210424_040000_35,4
20211MP92_20210424_040000_36,4
20211MP92_20210424_040000_37,4
20211MP92_20210424_040000_38,4
20211MP92_20210424_040000_39,4
20211MP92_20210424_040000_40,4
20211MP92_20210424_040000_41,4
20211MP92_20210424_040000_42,4
20211MP92_20210424_040000_43,4
20211MP92_20210424_040000_44,4
20211MP92_20210424_040000_45,4
20211MP92_20210424_040000_46,0
20211MP92_20210424_040000_47,0
20211MP92_20210424_040000_48,0
20211MP92_20210424_040000_49,0
20211MP92_20210424_040000_50,2
20211MP92_20210424_040000_51,2
20211MP92_20210424_040000_52,2
20211MP92_20210424_040000_53,2
20211MP92_20210424_040000_54,2
20211MP92_20210424_040000_55,2
20211MP92_20210424_040000_56,2
20211MP92_20210424_040000_57,2
20211MP92_20210424_040000_58,2
20211MP92_20210424_040000_59,2
20211MP92_20210424_040000_60,2
20211MP92_20210424_040000_61,2
20211MP92_20210424_040000_62,2
20211MP92_20210424_040000_63,2
20211MP92_20210424_040000_64,2
20211MP92_20210424_040000_65,2
20211MP92_20210424_040000_66,2
20211MP92_20210424_040000_67,2
20211MP92_20210424_040000_68,2
20211MP92_20210424_040000_69,2
20211MP92_20210424_040000_7,5
20211MP92_20210424_040000_70,2
20211MP92_20210424_040000_71,2
20211MP92_20210424_040000_72,2
20211MP92_20210424_040000_73,2
20211MP92_20210424_040000_74,2
20211MP92_20210424_040000_75,2
20211MP92_20210424_040000_76,2
20211MP92_20210424_040000_77,2
20211MP92_20210424_040000_78,2
20211MP92_20210424_040000_79,2
20211MP92_20210424_040000_80,2
20211MP92_20210424_040000_81,2
20211MP92_20210424_040000_82,2
20211MP92_20210424_040000_83,2
20211MP92_20210424_040000_84,2
20211MP92_20210424_040000_85,0
20211MP92_20210424_040000_86,0
20211MP92_20210424_040000_87,0
20211MP92_20210424_040000_88,0
20211MP92_20210424_040000_89,0
20211MP92_20210424_040000_9,4
20211MP92_20210424_040000_90,0
20211MP92_20210424_040000_91,0
20211MP92_20210424_040000_92,0
20211MP92_20210424_040000_93,0
20211MP92_20210424_040000_94,0
20211MP92_20210424_040000_95,0
20211MP92_20210424_040000_96,0
20211MP92_20210424_040000_97,0
20211MP92_20210424_040000_98,0
20211MP92_20210424_040000_99,0
20211O118_20210425_050000_10,2
20211O118_20210425_050000_16,2
20211O118_20210425_050000_18,2
20211O118_20210425_050000_19,2
20211O118_20210425_050000_20,2
20211O118_20210425_050000_21,2
20211O118_20210425_050000_22,2
20211O118_20210425_050000_23,2
20211O118_20210425_050000_24,2
20211O118_20210425_050000_25,2
20211O118_20210425_050000_26,2
20211O118_20210425_050000_27,2
20211O118_20210425_050000_28,2
20211O118_20210425_050000_29,2
20211O118_20210425_050000_30,2
20211O118_20210425_050000_31,2
20211O118_20210425_050000_32,2
20211O118_20210425_050000_33,2
20211O118_20210425_050000_34,2
20211O118_20210425_050000_35,2
20211O118_20210425_050000_36,2
20211O118_20210425_050000_37,2
20211O118_20210425_050000_38,2
20211O118_20210425_050000_39,2
20211O118_20210425_050000_41,2
20211O118_20210425_050000_42,2
20211O118_20210425_050000_43,2
20211O118_20210425_050000_44,2
20211O118_20210425_050000_46,2
20211O118_20210425_050000_47,2
20211O118_20210425_050000_48,2
20211O118_20210425_050000_49,2
20211O118_20210425_050000_50,2
20211O118_20210425_050000_51,2
20211O118_20210425_050000_52,2
20211O118_20210425_050000_53,2
20211O118_20210425_050000_54,2
20211O118_20210425_050000_55,2
20211O118_20210425_050000_56,2
20211O118_20210425_050000_57,0
20211O118_20210425_050000_58,0
20211O118_20210425_050000_59,0
20211O118_20210425_050000_6,2
20211O118_20210425_050000_60,0
20211O118_20210425_050000_61,0
20211O118_20210425_050000_62,0
20211O118_20210425_050000_63,0
20211O118_20210425_050000_64,0
20211O118_20210425_050000_65,0
20211O118_20210425_050000_66,0
20211O118_20210425_050000_67,0
20211O118_20210425_050000_68,0
20211O118_20210425_050000_69,0
20211O118_20210425_050000_7,2
20211O118_20210425_050000_8,2
20211O118_20210425_050000_9,2
20211O118_20210426_040000_10,2
20211O118_20210426_040000_100,2
20211O118_20210426_040000_101,2
20211O118_20210426_040000_102,2
20211O118_20210426_040000_103,2
20211O118_20210426_040000_104,2
20211O118_20210426_040000_105,2
20211O118_20210426_040000_106,2
20211O118_20210426_040000_107,2
20211O118_20210426_040000_108,2
20211O118_20210426_040000_109,2
20211O118_20210426_040000_11,2
20211O118_20210426_040000_110,2
20211O118_20210426_040000_111,2
20211O118_20210426_040000_112,2
20211O118_20210426_040000_113,2
20211O118_20210426_040000_114,2
20211O118_20210426_040000_115,2
20211O118_20210426_040000_116,2
20211O118_20210426_040000_117,2
20211O118_20210426_040000_118,2
20211O118_20210426_040000_119,2
20211O118_20210426_040000_12,2
20211O118_20210426_040000_13,2
20211O118_20210426_040000_14,1
20211O118_20210426_040000_15,1
20211O118_20210426_040000_16,1
20211O118_20210426_040000_17,1
20211O118_20210426_040000_18,1
20211O118_20210426_040000_20,1
20211O118_20210426_040000_21,1
20211O118_20210426_040000_23,1
20211O118_20210426_040000_24,1
20211O118_20210426_040000_25,1
20211O118_20210426_040000_26,2
20211O118_20210426_040000_27,1
20211O118_20210426_040000_28,1
20211O118_20210426_040000_29,1
20211O118_20210426_040000_30,1
20211O118_20210426_040000_31,1
20211O118_20210426_040000_32,1
20211O118_20210426_040000_33,1
20211O118_20210426_040000_34,1
20211O118_20210426_040000_35,1
20211O118_20210426_040000_36,2
20211O118_20210426_040000_37,2
20211O118_20210426_040000_38,2
20211O118_20210426_040000_39,2
20211O118_20210426_040000_40,2
20211O118_20210426_040000_41,2
20211O118_20210426_040000_42,2
20211O118_20210426_040000_44,2
20211O118_20210426_040000_46,3
20211O118_20210426_040000_47,3
20211O118_20210426_040000_48,3
20211O118_20210426_040000_49,3
20211O118_20210426_040000_50,3
20211O118_20210426_040000_51,3
20211O118_20210426_040000_52,3
20211O118_20210426_040000_53,3
20211O118_20210426_040000_54,3
20211O118_20210426_040000_55,3
20211O118_20210426_040000_58,0
20211O118_20210426_040000_59,0
20211O118_20210426_040000_6,2
20211O118_20210426_040000_60,0
20211O118_20210426_040000_61,0
20211O118_20210426_040000_62,0
20211O118_20210426_040000_63,0
20211O118_20210426_040000_64,0
20211O118_20210426_040000_65,0
20211O118_20210426_040000_66,0
20211O118_20210426_040000_67,0
20211O118_20210426_040000_68,0
20211O118_20210426_040000_69,0
20211O118_20210426_040000_7,2
20211O118_20210426_040000_70,0
20211O118_20210426_040000_71,0
20211O118_20210426_040000_72,0
20211O118_20210426_040000_73,0
20211O118_20210426_040000_74,0
20211O118_20210426_040000_75,0
20211O118_20210426_040000_76,0
20211O118_20210426_040000_77,0
20211O118_20210426_040000_78,0
20211O118_20210426_040000_79,0
20211O118_20210426_040000_8,2
20211O118_20210426_040000_80,0
20211O118_20210426_040000_81,0
20211O118_20210426_040000_82,0
20211O118_20210426_040000_83,0
20211O118_20210426_040000_84,0
20211O118_20210426_040000_85,0
20211O118_20210426_040000_86,0
20211O118_20210426_040000_87,0
20211O118_20210426_040000_88,0
20211O118_20210426_040000_89,0
20211O118_20210426_040000_9,2
20211O118_20210426_040000_90,0
20211O118_20210426_040000_91,0
20211O118_20210426_040000_92,2
20211O118_20210426_040000_93,2
20211O118_20210426_040000_95,2
20211O118_20210426_040000_96,2
20211O118_20210426_040000_97,2
20211O118_20210426_040000_98,2
20211O118_20210426_040000_99,2
20211O30_20210415_040000_121,1
20211O30_20210415_040000_122,1
20211O30_20210415_040000_123,1
20211O30_20210415_040000_124,1
20211O30_20210415_040000_125,1
20211O30_20210415_040000_126,1
20211O30_20210415_040000_127,1
20211O30_20210415_040000_128,1
20211O30_20210415_040000_129,1
20211O30_20210415_040000_130,1
20211O30_20210415_040000_131,1
20211O30_20210415_040000_132,1
20211O30_20210415_040000_133,1
20211O30_20210415_040000_134,1
20211O30_20210415_040000_135,1
20211O30_20210415_040000_136,1
20211O30_20210415_040000_137,1
20211O30_20210415_040000_138,1
20211O30_20210415_040000_139,1
20211O30_20210415_040000_14,-1
20211O30_20210415_040000_140,1
20211O30_20210415_040000_141,1
20211O30_20210415_040000_142,1
20211O30_20210415_040000_143,1
20211O30_20210415_040000_144,1
20211O30_20210415_040000_145,1
20211O30_20210415_040000_146,1
20211O30_20210415_040000_147,1
20211O30_20210415_040000_148,1
20211O30_20210415_040000_149,1
20211O30_20210415_040000_150,1
20211O30_20210415_040000_151,1
20211O30_20210415_040000_152,1
20211O30_20210415_040000_153,1
20211O30_20210415_040000_154,1
20211O30_20210415_040000_155,1
20211O30_20210415_040000_156,1
20211O30_20210415_040000_157,1
20211O30_20210415_040000_158,1
20211O30_20210415_040000_159,1
20211O30_20210415_040000_16,-1
20211O30_20210415_040000_160,4
20211O30_20210415_040000_161,4
20211O30_20210415_040000_162,4
20211O30_20210415_040000_163,4
20211O30_20210415_040000_164,4
20211O30_20210415_040000_165,4
20211O30_20210415_040000_166,4
20211O30_20210415_040000_167,4
20211O30_20210415_040000_168,4
20211O30_20210415_040000_169,4
20211O30_20210415_040000_170,4
20211O30_20210415_040000_171,4
20211O30_20210415_040000_172,4
20211O30_20210415_040000_173,4
20211O30_20210415_040000_174,4
20211O30_20210415_040000_175,4
20211O30_20210415_040000_176,4
20211O30_20210415_040000_177,4
20211O30_20210415_040000_178,4
20211O30_20210415_040000_179,4
20211O30_20210415_040000_180,4
20211O30_20210415_040000_181,4
20211O30_20210415_040000_182,4
20211O30_20210415_040000_183,4
20211O30_20210415_040000_184,4
20211O30_20210415_040000_185,4
20211O30_20210415_040000_186,4
20211O30_20210415_040000_187,4
20211O30_20210415_040000_188,4
20211O30_20210415_040000_189,4
20211O30_20210415_040000_19,9
20211O30_20210415_040000_190,4
20211O30_20210415_040000_191,4
20211O30_20210415_040000_192,4
20211O30_20210415_040000_193,4
20211O30_20210415_040000_194,4
20211O30_20210415_040000_195,4
20211O30_20210415_040000_196,4
20211O30_20210415_040000_197,4
20211O30_20210415_040000_198,4
20211O30_20210415_040000_199,4
20211O30_20210415_040000_20,9
20211O30_20210415_040000_200,4
20211O30_20210415_040000_201,4
20211O30_20210415_040000_202,4
20211O30_20210415_040000_203,4
20211O30_20210415_040000_204,4
20211O30_20210415_040000_205,4
20211O30_20210415_040000_206,4
20211O30_20210415_040000_207,4
20211O30_20210415_040000_208,4
20211O30_20210415_040000_209,4
20211O30_20210415_040000_21,9
20211O30_20210415_040000_210,7
20211O30_20210415_040000_211,7
20211O30_20210415_040000_212,7
20211O30_20210415_040000_213,7
20211O30_20210415_040000_214,7
20211O30_20210415_040000_215,7
20211O30_20210415_040000_216,7
20211O30_20210415_040000_217,7
20211O30_20210415_040000_218,7
20211O30_20210415_040000_219,7
20211O30_20210415_040000_22,9
20211O30_20210415_040000_220,7
20211O30_20210415_040000_221,7
20211O30_20210415_040000_222,7
20211O30_20210415_040000_223,7
20211O30_20210415_040000_224,7
20211O30_20210415_040000_225,7
20211O30_20210415_040000_226,7
20211O30_20210415_040000_227,7
20211O30_20210415_040000_228,7
20211O30_20210415_040000_229,7
20211O30_20210415_040000_23,9
20211O30_20210415_040000_230,7
20211O30_20210415_040000_231,7
20211O30_20210415_040000_232,7
20211O30_20210415_040000_233,7
20211O30_20210415_040000_235,7
20211O30_20210415_040000_238,2
20211O30_20210415_040000_24,9
20211O30_20210415_040000_242,2
20211O30_20210415_040000_243,2
20211O30_20210415_040000_244,2
20211O30_20210415_040000_245,2
20211O30_20210415_040000_246,2
20211O30_20210415_040000_247,2
20211O30_20210415_040000_248,2
20211O30_20210415_040000_249,2
20211O30_20210415_040000_250,2
20211O30_20210415_040000_251,2
20211O30_20210415_040000_252,2
20211O30_20210415_040000_253,2
20211O30_20210415_040000_254,2
20211O30_20210415_040000_255,2
20211O30_20210415_040000_256,2
20211O30_20210415_040000_26,9
20211O30_20210415_040000_27,9
20211O30_20210415_040000_28,9
20211O30_20210415_040000_29,9
20211O30_20210415_040000_30,9
20211O30_20210415_040000_31,9
20211O30_20210415_040000_32,9
20211O30_20210415_040000_33,9
20211O30_20210415_040000_35,9
20211O30_20210415_040000_36,9
20211O30_20210415_040000_37,9
20211O30_20210415_040000_38,9
20211O30_20210415_040000_39,9
20211O30_20210415_040000_4,-1
20211O30_20210415_040000_40,9
20211O30_20210415_040000_41,9
20211O30_20210415_040000_42,9
20211O30_20210415_040000_43,9
20211O30_20210415_040000_44,9
20211O30_20210415_040000_45,9
20211O30_20210415_040000_46,9
20211O30_20210415_040000_47,9
20211O30_20210415_040000_48,9
20211O30_20210415_040000_49,9
20211O30_20210415_040000_5,-1
20211O30_20210415_040000_50,9
20211O30_20210415_040000_51,9
20211O30_20210415_040000_52,9
20211O30_20210415_040000_53,9
20211O30_20210415_040000_54,9
20211O30_20210415_040000_55,9
20211O30_20210415_040000_56,9
20211O30_20210415_040000_57,9
20211O30_20210415_040000_58,9
20211O30_20210415_040000_59,9
20211O30_20210415_040000_61,9
20211O30_20210415_040000_63,9
20211O30_20210415_040000_64,9
20211O30_20210415_040000_66,2
20211O30_20210415_040000_67,2
20211O30_20210415_040000_68,2
20211O30_20210415_040000_69,2
20211O30_20210415_040000_7,-1
20211O30_20210415_040000_73,2
20211O30_20210415_040000_74,2
20211O30_20210415_040000_75,2
20211O30_20210415_040000_76,9
20211O30_20210415_040000_85,-1
20211O30_20210415_050000_0,9
20211O30_20210415_050000_1,9
20211O30_20210415_050000_10,9
20211O30_20210415_050000_100,7
20211O30_20210415_050000_102,7
20211O30_20210415_050000_103,7
20211O30_20210415_050000_104,7
20211O30_20210415_050000_105,7
20211O30_20210415_050000_106,7
20211O30_20210415_050000_107,7
20211O30_20210415_050000_11,9
20211O30_20210415_050000_113,4
20211O30_20210415_050000_114,4
20211O30_20210415_050000_115,4
20211O30_20210415_050000_116,4
20211O30_20210415_050000_117,4
20211O30_20210415_050000_118,4
20211O30_20210415_050000_119,4
20211O30_20210415_050000_12,9
20211O30_20210415_050000_120,4
20211O30_20210415_050000_121,4
20211O30_20210415_050000_122,4
20211O30_20210415_050000_123,4
20211O30_20210415_050000_124,4
20211O30_20210415_050000_125,4
20211O30_20210415_050000_126,4
20211O30_20210415_050000_127,4
20211O30_20210415_050000_128,2
20211O30_20210415_050000_129,2
20211O30_20210415_050000_13,9
20211O30_20210415_050000_130,2
20211O30_20210415_050000_131,2
20211O30_20210415_050000_132,2
20211O30_20210415_050000_133,2
20211O30_20210415_050000_136,9
20211O30_20210415_050000_137,9
20211O30_20210415_050000_138,9
20211O30_20210415_050000_139,9
20211O30_20210415_050000_14,9
20211O30_20210415_050000_140,9
20211O30_20210415_050000_141,9
20211O30_20210415_050000_142,9
20211O30_20210415_050000_143,9
20211O30_20210415_050000_144,9
20211O30_20210415_050000_145,9
20211O30_20210415_050000_147,9
20211O30_20210415_050000_148,9
20211O30_20210415_050000_149,9
20211O30_20210415_050000_15,9
20211O30_20210415_050000_150,9
20211O30_20210415_050000_151,9
20211O30_20210415_050000_152,9
20211O30_20210415_050000_153,9
20211O30_20210415_050000_154,9
20211O30_20210415_050000_157,0
20211O30_20210415_050000_158,0
20211O30_20210415_050000_160,0
20211O30_20210415_050000_168,0
20211O30_20210415_050000_172,0
20211O30_20210415_050000_173,0
20211O30_20210415_050000_176,0
20211O30_20210415_050000_2,9
20211O30_20210415_050000_21,0
20211O30_20210415_050000_24,0
20211O30_20210415_050000_29,1
20211O30_20210415_050000_3,9
20211O30_20210415_050000_30,1
20211O30_20210415_050000_31,1
20211O30_20210415_050000_32,1
20211O30_20210415_050000_33,1
20211O30_20210415_050000_34,1
20211O30_20210415_050000_35,1
20211O30_20210415_050000_36,1
20211O30_20210415_050000_37,1
20211O30_20210415_050000_38,1
20211O30_20210415_050000_39,1
20211O30_20210415_050000_4,9
20211O30_20210415_050000_40,1
20211O30_20210415_050000_41,1
20211O30_20210415_050000_42,1
20211O30_20210415_050000_43,1
20211O30_20210415_050000_44,1
20211O30_20210415_050000_45,1
20211O30_20210415_050000_46,1
20211O30_20210415_050000_47,1
20211O30_20210415_050000_48,1
20211O30_20210415_050000_49,1
20211O30_20210415_050000_5,9
